T U C_V $Q_{6}$ $P_{2}$
5.508550855085508902e-01 -2.074805809777210470e+02 4.793424585956531701e+02 3.979411516815553052e-01 1.109388463625572280e-01
5.509450945094509500e-01 -2.074374455989361081e+02 4.791256900104743863e+02 3.979401334004860069e-01 1.109262176758787216e-01
5.510351035103510098e-01 -2.073943297226237519e+02 4.789091137513814829e+02 3.979391163374925711e-01 1.109135954113614625e-01
5.511251125112510696e-01 -2.073512333314463092e+02 4.786927304204594975e+02 3.979381004955008794e-01 1.109009795536960580e-01
5.512151215121512404e-01 -2.073081564080108876e+02 4.784765406197591915e+02 3.979370858773385589e-01 1.108883700876387851e-01
5.513051305130513002e-01 -2.072650989348710766e+02 4.782605449490716865e+02 3.979360724857401443e-01 1.108757669980096200e-01
5.513951395139513600e-01 -2.072220608945268623e+02 4.780447440058825350e+02 3.979350603233410277e-01 1.108631702696945692e-01
5.514851485148514199e-01 -2.071790422694236611e+02 4.778291383874815779e+02 3.979340493926834532e-01 1.108505798876433801e-01
5.515751575157515907e-01 -2.071360430419543377e+02 4.776137286877571455e+02 3.979330396962137972e-01 1.108379958368715529e-01
5.516651665166516505e-01 -2.070930631944571587e+02 4.773985154999760994e+02 3.979320312362832901e-01 1.108254181024581203e-01
5.517551755175517103e-01 -2.070501027092179243e+02 4.771834994148470628e+02 3.979310240151489042e-01 1.108128466695478681e-01
5.518451845184518811e-01 -2.070071615684692006e+02 4.769686810211700845e+02 3.979300180349732430e-01 1.108002815233496002e-01
5.519351935193519409e-01 -2.069642397543901779e+02 4.767540609063416923e+02 3.979290132978255401e-01 1.107877226491366385e-01
5.520252025202520008e-01 -2.069213372491081202e+02 4.765396396545883135e+02 3.979280098056813264e-01 1.107751700322471555e-01
5.521152115211520606e-01 -2.068784540346971426e+02 4.763254178485242960e+02 3.979270075604217083e-01 1.107626236580834950e-01
5.522052205220522314e-01 -2.068355900931789506e+02 4.761113960686756741e+02 3.979260065638369204e-01 1.107500835121123933e-01
5.522952295229522912e-01 -2.067927454065236645e+02 4.758975748924589766e+02 3.979250068176221622e-01 1.107375495798649939e-01
5.523852385238523510e-01 -2.067499199566493076e+02 4.756839548955913983e+02 3.979240083233837044e-01 1.107250218469371800e-01
5.524752475247524108e-01 -2.067071137254217774e+02 4.754705366514745037e+02 3.979230110826338374e-01 1.107125002989886309e-01
5.525652565256525817e-01 -2.066643266946560971e+02 4.752573207300530953e+02 3.979220150967946457e-01 1.106999849217435855e-01
5.526552655265526415e-01 -2.066215588461157893e+02 4.750443076998942615e+02 3.979210203671961210e-01 1.106874757009902871e-01
5.527452745274527013e-01 -2.065788101615132746e+02 4.748314981252825078e+02 3.979200268950779384e-01 1.106749726225810526e-01
5.528352835283528721e-01 -2.065360806225100987e+02 4.746188925700361096e+02 3.979190346815899004e-01 1.106624756724323422e-01
5.529252925292529319e-01 -2.064933702107184672e+02 4.744064915920584440e+02 3.979180437277922699e-01 1.106499848365249811e-01
5.530153015301529917e-01 -2.064506789076984035e+02 4.741942957498883970e+02 3.979170540346541607e-01 1.106375001009035769e-01
5.531053105310530515e-01 -2.064080066949611023e+02 4.739823055967066239e+02 3.979160656030572563e-01 1.106250214516763530e-01
5.531953195319532224e-01 -2.063653535539682480e+02 4.737705216830537438e+02 3.979150784337935343e-01 1.106125488750157732e-01
5.532853285328532822e-01 -2.063227194661317583e+02 4.735589445570255975e+02 3.979140925275681528e-01 1.106000823571584718e-01
5.533753375337533420e-01 -2.062801044128137846e+02 4.733475747633965511e+02 3.979131078849956760e-01 1.105876218844041164e-01
5.534653465346534018e-01 -2.062375083753289005e+02 4.731364128431263225e+02 3.979121245066067902e-01 1.105751674431170312e-01
5.535553555355535726e-01 -2.061949313349414581e+02 4.729254593353602445e+02 3.979111423928409219e-01 1.105627190197242121e-01
5.536453645364536325e-01 -2.061523732728697667e+02 4.727147147731365067e+02 3.979101615440546746e-01 1.105502766007175341e-01
5.537353735373536923e-01 -2.061098341702817152e+02 4.725041796896351229e+02 3.979091819605156677e-01 1.105378401726513221e-01
5.538253825382538631e-01 -2.060673140082991210e+02 4.722938546118919021e+02 3.979082036424074764e-01 1.105254097221441828e-01
5.539153915391539229e-01 -2.060248127679954848e+02 4.720837400646977358e+02 3.979072265898267458e-01 1.105129852358779780e-01
5.540054005400539827e-01 -2.059823304303982070e+02 4.718738365683252027e+02 3.979062508027871314e-01 1.105005667005980602e-01
5.540954095409540425e-01 -2.059398669764869112e+02 4.716641446411194920e+02 3.979052762812144151e-01 1.104881541031132036e-01
5.541854185418542134e-01 -2.058974223871957747e+02 4.714546647956152015e+02 3.979043030249541646e-01 1.104757474302956732e-01
5.542754275427542732e-01 -2.058549966434130454e+02 4.712453975413179137e+02 3.979033310337664053e-01 1.104633466690808224e-01
5.543654365436543330e-01 -2.058125897259796488e+02 4.710363433850383785e+02 3.979023603073272297e-01 1.104509518064672041e-01
5.544554455445543928e-01 -2.057702016156926845e+02 4.708275028282234302e+02 3.979013908452304626e-01 1.104385628295169036e-01
5.545454545454545636e-01 -2.057278322933044024e+02 4.706188763686674292e+02 3.979004226469892713e-01 1.104261797253552474e-01
5.546354635463546234e-01 -2.056854817395212081e+02 4.704104645008025045e+02 3.978994557120326681e-01 1.104138024811700258e-01
5.547254725472546832e-01 -2.056431499350057095e+02 4.702022677144494764e+02 3.978984900397077307e-01 1.104014310842121593e-01
5.548154815481548541e-01 -2.056008368603774841e+02 4.699942864947547037e+02 3.978975256292842655e-01 1.103890655217967115e-01
5.549054905490549139e-01 -2.055585424962115724e+02 4.697865213237809598e+02 3.978965624799479239e-01 1.103767057813004326e-01
5.549954995499549737e-01 -2.055162668230396150e+02 4.695789726795430852e+02 3.978956005908057536e-01 1.103643518501634946e-01
5.550855085508550335e-01 -2.054740098213515296e+02 4.693716410337001435e+02 3.978946399608847551e-01 1.103520037158886025e-01
5.551755175517552043e-01 -2.054317714715944305e+02 4.691645268552246080e+02 3.978936805891339912e-01 1.103396613660418690e-01
5.552655265526552641e-01 -2.053895517541729134e+02 4.689576306088734441e+02 3.978927224744219782e-01 1.103273247882516350e-01
5.553555355535553240e-01 -2.053473506494506182e+02 4.687509527540132694e+02 3.978917656155411264e-01 1.103149939702090104e-01
5.554455445544553838e-01 -2.053051681377503144e+02 4.685444937452671184e+02 3.978908100112040214e-01 1.103026688996679577e-01
5.555355535553555546e-01 -2.052630041993524799e+02 4.683382540341478375e+02 3.978898556600478087e-01 1.102903495644448617e-01
5.556255625562556144e-01 -2.052208588144995360e+02 4.681322340655756875e+02 3.978889025606322516e-01 1.102780359524187792e-01
5.557155715571556742e-01 -2.051787319633918685e+02 4.679264342811624715e+02 3.978879507114407299e-01 1.102657280515309118e-01
5.558055805580558451e-01 -2.051366236261914935e+02 4.677208551173565070e+02 3.978870001108809618e-01 1.102534258497852998e-01
5.558955895589559049e-01 -2.050945337830210349e+02 4.675154970057343462e+02 3.978860507572856142e-01 1.102411293352482807e-01
5.559855985598559647e-01 -2.050524624139648040e+02 4.673103603728181383e+02 3.978851026489123033e-01 1.102288384960483786e-01
5.560756075607560245e-01 -2.050104094990685155e+02 4.671054456405085489e+02 3.978841557839448151e-01 1.102165533203765674e-01
5.561656165616561953e-01 -2.049683750183400264e+02 4.669007532257621165e+02 3.978832101604922733e-01 1.102042737964856883e-01
5.562556255625562551e-01 -2.049263589517511832e+02 4.666962835396593050e+02 3.978822657765920257e-01 1.101919999126913935e-01
5.563456345634563149e-01 -2.048843612792352928e+02 4.664920369893870316e+02 3.978813226302080341e-01 1.101797316573709246e-01
5.564356435643563747e-01 -2.048423819806899360e+02 4.662880139764126284e+02 3.978803807192300424e-01 1.101674690189638067e-01
5.565256525652565456e-01 -2.048004210359770241e+02 4.660842148971036067e+02 3.978794400414795707e-01 1.101552119859712658e-01
5.566156615661566054e-01 -2.047584784249231689e+02 4.658806401421720693e+02 3.978785005947041986e-01 1.101429605469571443e-01
5.567056705670566652e-01 -2.047165541273191991e+02 4.656772900981155772e+02 3.978775623765815617e-01 1.101307146905463746e-01
5.567956795679568360e-01 -2.046746481229224628e+02 4.654741651446419155e+02 3.978766253847200729e-01 1.101184744054264780e-01
5.568856885688568958e-01 -2.046327603914555482e+02 4.652712656574257153e+02 3.978756896166570911e-01 1.101062396803464405e-01
5.569756975697569557e-01 -2.045908909126083017e+02 4.650685920054166900e+02 3.978747550698610858e-01 1.100940105041168793e-01
5.570657065706570155e-01 -2.045490396660361512e+02 4.648661445534531254e+02 3.978738217417328582e-01 1.100817868656101539e-01
5.571557155715571863e-01 -2.045072066313636014e+02 4.646639236599478977e+02 3.978728896296035433e-01 1.100695687537604911e-01
5.572457245724572461e-01 -2.044653917881820462e+02 4.644619296780707600e+02 3.978719587307382177e-01 1.100573561575636378e-01
5.573357335733573059e-01 -2.044235951160523825e+02 4.642601629548420306e+02 3.978710290423340123e-01 1.100451490660766668e-01
5.574257425742573657e-01 -2.043818165945030216e+02 4.640586238321734527e+02 3.978701005615212227e-01 1.100329474684179493e-01
5.575157515751575366e-01 -2.043400562030329581e+02 4.638573126465481096e+02 3.978691732853652518e-01 1.100207513537679732e-01
5.576057605760575964e-01 -2.042983139211113155e+02 4.636562297276725531e+02 3.978682472108652779e-01 1.100085607113679836e-01
5.576957695769576562e-01 -2.042565897281771186e+02 4.634553754000769459e+02 3.978673223349550314e-01 1.099963755305207735e-01
5.577857785778578270e-01 -2.042148836036402031e+02 4.632547499829371986e+02 3.978663986545041276e-01 1.099841958005901288e-01
5.578757875787578868e-01 -2.041731955268831769e+02 4.630543537886341596e+02 3.978654761663201755e-01 1.099720215110016330e-01
5.579657965796579466e-01 -2.041315254772598280e+02 4.628541871238618342e+02 3.978645548671447818e-01 1.099598526512413077e-01
5.580558055805580064e-01 -2.040898734340965746e+02 4.626542502899874307e+02 3.978636347536578799e-01 1.099476892108565140e-01
5.581458145814581773e-01 -2.040482393766935729e+02 4.624545435811212428e+02 3.978627158224773419e-01 1.099355311794558143e-01
5.582358235823582371e-01 -2.040066232843246041e+02 4.622550672866035484e+02 3.978617980701594226e-01 1.099233785467084168e-01
5.583258325832582969e-01 -2.039650251362371591e+02 4.620558216888637730e+02 3.978608814931989257e-01 1.099112313023446891e-01
5.584158415841583567e-01 -2.039234449116540304e+02 4.618568070648790354e+02 3.978599660880298705e-01 1.098990894361560750e-01
5.585058505850585275e-01 -2.038818825897735394e+02 4.616580236842459612e+02 3.978590518510262686e-01 1.098869529379939425e-01
5.585958595859585873e-01 -2.038403381497695364e+02 4.614594718118984815e+02 3.978581387785032897e-01 1.098748217977712771e-01
5.586858685868586472e-01 -2.037988115707923100e+02 4.612611517058297181e+02 3.978572268667158740e-01 1.098626960054613771e-01
5.587758775877587070e-01 -2.037573028319700938e+02 4.610630636171731567e+02 3.978563161118623959e-01 1.098505755510982701e-01
5.588658865886588778e-01 -2.037158119124076734e+02 4.608652077912387881e+02 3.978554065100816106e-01 1.098384604247763380e-01
5.589558955895589376e-01 -2.036743387911881769e+02 4.606675844682678189e+02 3.978544980574560408e-01 1.098263506166506087e-01
5.590459045904589974e-01 -2.036328834473746099e+02 4.604701938788768985e+02 3.978535907500111990e-01 1.098142461169363954e-01
5.591359135913591683e-01 -2.035914458600082924e+02 4.602730362506603683e+02 3.978526845837157544e-01 1.098021469159098928e-01
5.592259225922592281e-01 -2.035500260081101658e+02 4.600761118033096295e+02 3.978517795544840863e-01 1.097900530039067207e-01
5.593159315931592879e-01 -2.035086238706830670e+02 4.598794207491362727e+02 3.978508756581749517e-01 1.097779643713236580e-01
5.594059405940593477e-01 -2.034672394267092841e+02 4.596829632957816898e+02 3.978499728905907085e-01 1.097658810086168391e-01
5.594959495949595185e-01 -2.034258726551543930e+02 4.594867396427144968e+02 3.978490712474833657e-01 1.097538029063034742e-01
5.595859585958595783e-01 -2.033845235349646998e+02 4.592907499844044423e+02 3.978481707245498100e-01 1.097417300549596575e-01
5.596759675967596381e-01 -2.033431920450706798e+02 4.590949945071233742e+02 3.978472713174326936e-01 1.097296624452227115e-01
5.597659765976596979e-01 -2.033018781643853856e+02 4.588994733914672111e+02 3.978463730217240979e-01 1.097176000677888702e-01
5.598559855985598688e-01 -2.032605818718068065e+02 4.587041868106698530e+02 3.978454758329654228e-01 1.097055429134150134e-01
5.599459945994599286e-01 -2.032193031462166175e+02 4.585091349321706957e+02 3.978445797466433342e-01 1.096934909729170987e-01
5.600360036003599884e-01 -2.031780419664824535e+02 4.583143179159986857e+02 3.978436847581987013e-01 1.096814442371717158e-01
5.601260126012601592e-01 -2.031367983114577953e+02 4.581197359155729600e+02 3.978427908630180476e-01 1.096694026971140740e-01
5.602160216021602190e-01 -2.030955721599821402e+02 4.579253890778535379e+02 3.978418980564413787e-01 1.096573663437399038e-01
5.603060306030602788e-01 -2.030543634908826220e+02 4.577312775419828199e+02 3.978410063337581293e-01 1.096453351681037497e-01
5.603960396039603387e-01 -2.030131722829738408e+02 4.575374014416619843e+02 3.978401156902113267e-01 1.096333091613204691e-01
5.604860486048605095e-01 -2.029719985150590276e+02 4.573437609024031190e+02 3.978392261209944269e-01 1.096212883145632894e-01
5.605760576057605693e-01 -2.029308421659293913e+02 4.571503560441132663e+02 3.978383376212540345e-01 1.096092726190655148e-01
5.606660666066606291e-01 -2.028897032143670458e+02 4.569571869791346899e+02 3.978374501860919010e-01 1.095972620661196106e-01
5.607560756075606889e-01 -2.028485816391435321e+02 4.567642538124426892e+02 3.978365638105619273e-01 1.095852566470770645e-01
5.608460846084608598e-01 -2.028074774190212679e+02 4.565715566429063870e+02 3.978356784896729947e-01 1.095732563533481640e-01
5.609360936093609196e-01 -2.027663905327542579e+02 4.563790955617957934e+02 3.978347942183898533e-01 1.095612611764029548e-01
5.610261026102609794e-01 -2.027253209590889753e+02 4.561868706533018099e+02 3.978339109916323446e-01 1.095492711077701575e-01
5.611161116111611502e-01 -2.026842686767636792e+02 4.559948819955181989e+02 3.978330288042771778e-01 1.095372861390370572e-01
5.612061206120612100e-01 -2.026432336645108307e+02 4.558031296581884249e+02 3.978321476511573196e-01 1.095253062618503359e-01
5.612961296129612698e-01 -2.026022159010560983e+02 4.556116137054655724e+02 3.978312675270637699e-01 1.095133314679148651e-01
5.613861386138613296e-01 -2.025612153651206881e+02 4.554203341929211319e+02 3.978303884267448409e-01 1.095013617489946217e-01
5.614761476147615005e-01 -2.025202320354203493e+02 4.552292911700971558e+02 3.978295103449082104e-01 1.094893970969119112e-01
5.615661566156615603e-01 -2.024792658906664826e+02 4.550384846795008116e+02 3.978286332762201449e-01 1.094774375035478114e-01
5.616561656165616201e-01 -2.024383169095684991e+02 4.548479147551622646e+02 3.978277572153081088e-01 1.094654829608415481e-01
5.617461746174616799e-01 -2.023973850708309783e+02 4.546575814254845795e+02 3.978268821567571556e-01 1.094535334607907723e-01
5.618361836183618507e-01 -2.023564703531571638e+02 4.544674847114083036e+02 3.978260080951152577e-01 1.094415889954515331e-01
5.619261926192619105e-01 -2.023155727352501856e+02 4.542776246256409536e+02 3.978251350248933060e-01 1.094296495569383049e-01
5.620162016201619704e-01 -2.022746921958101041e+02 4.540880011747190679e+02 3.978242629405609465e-01 1.094177151374232659e-01
5.621062106210621412e-01 -2.022338287135375481e+02 4.538986143582125692e+02 3.978233918365518540e-01 1.094057857291366592e-01
5.621962196219622010e-01 -2.021929822671340844e+02 4.537094641673095339e+02 3.978225217072632325e-01 1.093938613243668895e-01
5.622862286228622608e-01 -2.021521528353011377e+02 4.535205505874514529e+02 3.978216525470563703e-01 1.093819419154599820e-01
5.623762376237623206e-01 -2.021113403967438273e+02 4.533318735948468543e+02 3.978207843502566954e-01 1.093700274948203321e-01
5.624662466246624914e-01 -2.020705449301668182e+02 4.531434331612920232e+02 3.978199171111532761e-01 1.093581180549091092e-01
5.625562556255625513e-01 -2.020297664142805729e+02 4.529552292484082727e+02 3.978190508240033729e-01 1.093462135882460468e-01
5.626462646264626111e-01 -2.019890048277976859e+02 4.527672618121617347e+02 3.978181854830282194e-01 1.093343140874076386e-01
5.627362736273626709e-01 -2.019482601494353275e+02 4.525795308010352187e+02 3.978173210824162975e-01 1.093224195450282904e-01
5.628262826282628417e-01 -2.019075323579157555e+02 4.523920361558329546e+02 3.978164576163231714e-01 1.093105299537992930e-01
5.629162916291629015e-01 -2.018668214319664571e+02 4.522047778109567844e+02 3.978155950788719863e-01 1.092986453064698354e-01
5.630063006300629613e-01 -2.018261273503221389e+02 4.520177556923031261e+02 3.978147334641563559e-01 1.092867655958454781e-01
5.630963096309631322e-01 -2.017854500917235896e+02 4.518309697191361352e+02 3.978138727662359764e-01 1.092748908147897491e-01
5.631863186318631920e-01 -2.017447896349194707e+02 4.516444198033651105e+02 3.978130129791419556e-01 1.092630209562221177e-01
5.632763276327632518e-01 -2.017041459586668566e+02 4.514581058497606705e+02 3.978121540968751479e-01 1.092511560131200765e-01
5.633663366336633116e-01 -2.016635190417311776e+02 4.512720277556012434e+02 3.978112961134064873e-01 1.092392959785168649e-01
5.634563456345634824e-01 -2.016229088628886927e+02 4.510861854101567587e+02 3.978104390226800402e-01 1.092274408455031071e-01
5.635463546354635422e-01 -2.015823154009243581e+02 4.509005786965582843e+02 3.978095828186086758e-01 1.092155906072254240e-01
5.636363636363636020e-01 -2.015417386346350952e+02 4.507152074899060494e+02 3.978087274950806163e-01 1.092037452568873634e-01
5.637263726372636619e-01 -2.015011785428291091e+02 4.505300716580611038e+02 3.978078730459559953e-01 1.091919047877489002e-01
5.638163816381638327e-01 -2.014606351043266272e+02 4.503451710615195225e+02 3.978070194650679126e-01 1.091800691931258671e-01
5.639063906390638925e-01 -2.014201082979610646e+02 4.501605055538593660e+02 3.978061667462248208e-01 1.091682384663907740e-01
5.639963996399639523e-01 -2.013795981025787398e+02 4.499760749806534363e+02 3.978053148832078056e-01 1.091564126009713642e-01
5.640864086408641231e-01 -2.013391044970413759e+02 4.497918791805565775e+02 3.978044638697765256e-01 1.091445915903526687e-01
5.641764176417641830e-01 -2.012986274602238268e+02 4.496079179852035850e+02 3.978036136996627725e-01 1.091327754280740359e-01
5.642664266426642428e-01 -2.012581669710186532e+02 4.494241912176195228e+02 3.978027643665784097e-01 1.091209641077320047e-01
5.643564356435643026e-01 -2.012177230083320865e+02 4.492406986957067261e+02 3.978019158642092656e-01 1.091091576229776955e-01
5.644464446444644734e-01 -2.011772955510896281e+02 4.490574402274569934e+02 3.978010681862207409e-01 1.090973559675182947e-01
5.645364536453645332e-01 -2.011368845782322978e+02 4.488744156158990677e+02 3.978002213262551989e-01 1.090855591351161391e-01
5.646264626462645930e-01 -2.010964900687209536e+02 4.486916246545872013e+02 3.977993752779351300e-01 1.090737671195890907e-01
5.647164716471646528e-01 -2.010561120015338190e+02 4.485090671316550015e+02 3.977985300348595987e-01 1.090619799148100089e-01
5.648064806480648237e-01 -2.010157503556693257e+02 4.483267428269272727e+02 3.977976855906105169e-01 1.090501975147070285e-01
5.648964896489648835e-01 -2.009754051101459709e+02 4.481446515129832733e+02 3.977968419387489796e-01 1.090384199132628379e-01
5.649864986498649433e-01 -2.009350762440033691e+02 4.479627929550753720e+02 3.977959990728162643e-01 1.090266471045156227e-01
5.650765076507651141e-01 -2.008947637363010301e+02 4.477811669123499314e+02 3.977951569863357184e-01 1.090148790825572478e-01
5.651665166516651739e-01 -2.008544675661233327e+02 4.475997731342806105e+02 3.977943156728142027e-01 1.090031158415355611e-01
5.652565256525652337e-01 -2.008141877125745225e+02 4.474186113653969414e+02 3.977934751257386492e-01 1.089913573756515625e-01
5.653465346534652936e-01 -2.007739241547842255e+02 4.472376813416736354e+02 3.977926353385810576e-01 1.089796036791613604e-01
5.654365436543654644e-01 -2.007336768719047484e+02 4.470569827925008326e+02 3.977917963047959415e-01 1.089678547463749508e-01
5.655265526552655242e-01 -2.006934458431142048e+02 4.468765154398308823e+02 3.977909580178239368e-01 1.089561105716566614e-01
5.656165616561655840e-01 -2.006532310476158329e+02 4.466962789976889781e+02 3.977901204710884708e-01 1.089443711494245265e-01
5.657065706570656438e-01 -2.006130324646384508e+02 4.465162731740967956e+02 3.977892836580002589e-01 1.089326364741507597e-01
5.657965796579658146e-01 -2.005728500734374791e+02 4.463364976692399750e+02 3.977884475719545843e-01 1.089209065403607679e-01
5.658865886588658745e-01 -2.005326838532963336e+02 4.461569521759141708e+02 3.977876122063332409e-01 1.089091813426339289e-01
5.659765976597659343e-01 -2.004925337835259711e+02 4.459776363800801278e+02 3.977867775545071982e-01 1.088974608756028833e-01
5.660666066606661051e-01 -2.004523998434653436e+02 4.457985499608532223e+02 3.977859436098313273e-01 1.088857451339535348e-01
5.661566156615661649e-01 -2.004122820124841837e+02 4.456196925887439306e+02 3.977851103656527276e-01 1.088740341124251609e-01
5.662466246624662247e-01 -2.003721802699809018e+02 4.454410639289840219e+02 3.977842778153046766e-01 1.088623278058097332e-01
5.663366336633662845e-01 -2.003320945953843477e+02 4.452626636391764237e+02 3.977834459521115695e-01 1.088506262089526527e-01
5.664266426642664554e-01 -2.002920249681548341e+02 4.450844913689897453e+02 3.977826147693844794e-01 1.088389293167510985e-01
5.665166516651665152e-01 -2.002519713677853588e+02 4.449065467614639715e+02 3.977817842604295939e-01 1.088272371241560538e-01
5.666066606660665750e-01 -2.002119337737998137e+02 4.447288294527027688e+02 3.977809544185383350e-01 1.088155496261697108e-01
5.666966696669666348e-01 -2.001719121657558276e+02 4.445513390726557077e+02 3.977801252369994600e-01 1.088038668178474416e-01
5.667866786678668056e-01 -2.001319065232449930e+02 4.443740752421156799e+02 3.977792967090889587e-01 1.087921886942964378e-01
5.668766876687668654e-01 -2.000919168258932075e+02 4.441970375766738357e+02 3.977784688280779912e-01 1.087805152506758216e-01
5.669666966696669252e-01 -2.000519430533610432e+02 4.440202256843502937e+02 3.977776415872306681e-01 1.087688464821969792e-01
5.670567056705670961e-01 -2.000119851853446846e+02 4.438436391660824825e+02 3.977768149798031616e-01 1.087571823841223112e-01
5.671467146714671559e-01 -1.999720432015766960e+02 4.436672776159400087e+02 3.977759889990481468e-01 1.087455229517663713e-01
5.672367236723672157e-01 -1.999321170818269593e+02 4.434911406209091069e+02 3.977751636382105827e-01 1.087338681804948387e-01
5.673267326732672755e-01 -1.998922068059015089e+02 4.433152277616055130e+02 3.977743388905315980e-01 1.087222180657245602e-01
5.674167416741674463e-01 -1.998523123536453738e+02 4.431395386115833617e+02 3.977735147492489909e-01 1.087105726029234110e-01
5.675067506750675062e-01 -1.998124337049430039e+02 4.429640727364669601e+02 3.977726912075962296e-01 1.086989317876105310e-01
5.675967596759675660e-01 -1.997725708397166784e+02 4.427888296969659336e+02 3.977718682588036736e-01 1.086872956153555336e-01
5.676867686768676258e-01 -1.997327237379292626e+02 4.426138090452487290e+02 3.977710458960970197e-01 1.086756640817783948e-01
5.677767776777677966e-01 -1.996928923795844355e+02 4.424390103279355344e+02 3.977702241127037408e-01 1.086640371825499662e-01
5.678667866786678564e-01 -1.996530767447266044e+02 4.422644330840774956e+02 3.977694029018463140e-01 1.086524149133908795e-01
5.679567956795679162e-01 -1.996132768134427238e+02 4.420900768461373218e+02 3.977685822567481599e-01 1.086407972700723368e-01
5.680468046804680871e-01 -1.995734925658603913e+02 4.419159411406550362e+02 3.977677621706307010e-01 1.086291842484148479e-01
5.681368136813681469e-01 -1.995337239821525941e+02 4.417420254860260229e+02 3.977669426367168581e-01 1.086175758442892575e-01
5.682268226822682067e-01 -1.994939710425336159e+02 4.415683293955325439e+02 3.977661236482287754e-01 1.086059720536156070e-01
5.683168316831682665e-01 -1.994542337272637269e+02 4.413948523742672023e+02 3.977653051983894850e-01 1.085943728723632040e-01
5.684068406840684373e-01 -1.994145120166467393e+02 4.412215939223206647e+02 3.977644872804250720e-01 1.085827782965508581e-01
5.684968496849684971e-01 -1.993748058910322243e+02 4.410485535322466717e+02 3.977636698875621768e-01 1.085711883222464508e-01
5.685868586858685569e-01 -1.993351153308160235e+02 4.408757306899735227e+02 3.977628530130297158e-01 1.085596029455661721e-01
5.686768676867686167e-01 -1.992954403164397377e+02 4.407031248757376147e+02 3.977620366500612126e-01 1.085480221626755754e-01
5.687668766876687876e-01 -1.992557808283930569e+02 4.405307355623834269e+02 3.977612207918923559e-01 1.085364459697881756e-01
5.688568856885688474e-01 -1.992161368472123115e+02 4.403585622171971750e+02 3.977604054317626092e-01 1.085248743631656715e-01
5.689468946894689072e-01 -1.991765083534835412e+02 4.401866042995322346e+02 3.977595905629183193e-01 1.085133073391183339e-01
5.690369036903689670e-01 -1.991368953278402500e+02 4.400148612638562327e+02 3.977587761786084974e-01 1.085017448940044232e-01
5.691269126912691378e-01 -1.990972977509660780e+02 4.398433325580738824e+02 3.977579622720888719e-01 1.084901870242293287e-01
5.692169216921691977e-01 -1.990577156035942039e+02 4.396720176235382951e+02 3.977571488366201669e-01 1.084786337262459432e-01
5.693069306930692575e-01 -1.990181488665090512e+02 4.395009158950158508e+02 3.977563358654704340e-01 1.084670849965552603e-01
5.693969396939694283e-01 -1.989785975205459181e+02 4.393300268008766238e+02 3.977555233519153299e-01 1.084555408317045833e-01
5.694869486948694881e-01 -1.989390615465912902e+02 4.391593497643619344e+02 3.977547112892363956e-01 1.084440012282887333e-01
5.695769576957695479e-01 -1.988995409255844322e+02 4.389888842014610191e+02 3.977538996707238317e-01 1.084324661829486336e-01
5.696669666966696077e-01 -1.988600356385176440e+02 4.388186295223358115e+02 3.977530884896783303e-01 1.084209356923725720e-01
5.697569756975697786e-01 -1.988205456664360327e+02 4.386485851309942063e+02 3.977522777394075781e-01 1.084094097532943834e-01
5.698469846984698384e-01 -1.987810709904386215e+02 4.384787504256586885e+02 3.977514674132271999e-01 1.083978883624943379e-01
5.699369936993698982e-01 -1.987416115916793729e+02 4.383091247980138405e+02 3.977506575044664205e-01 1.083863715167985714e-01
5.700270027002699580e-01 -1.987021674513673020e+02 4.381397076338218994e+02 3.977498480064626252e-01 1.083748592130791277e-01
5.701170117011701288e-01 -1.986627385507657948e+02 4.379704983138944385e+02 3.977490389125648562e-01 1.083633514482533200e-01
5.702070207020701886e-01 -1.986233248711961323e+02 4.378014962111029149e+02 3.977482302161330363e-01 1.083518482192837584e-01
5.702970297029702484e-01 -1.985839263940349610e+02 4.376327006940143747e+02 3.977474219105395226e-01 1.083403495231781144e-01
5.703870387038704193e-01 -1.985445431007159414e+02 4.374641111250875269e+02 3.977466139891681074e-01 1.083288553569889817e-01
5.704770477047704791e-01 -1.985051749727310835e+02 4.372957268608399772e+02 3.977458064454160169e-01 1.083173657178132659e-01
5.705670567056705389e-01 -1.984658219916302926e+02 4.371275472516329614e+02 3.977449992726945216e-01 1.083058806027930449e-01
5.706570657065705987e-01 -1.984264841390221648e+02 4.369595716423974636e+02 3.977441924644268822e-01 1.082944000091136394e-01
5.707470747074707695e-01 -1.983871613965750385e+02 4.367917993721957259e+02 3.977433860140527910e-01 1.082829239340052097e-01
5.708370837083708293e-01 -1.983478537460156588e+02 4.366242297750802663e+02 3.977425799150239305e-01 1.082714523747408258e-01
5.709270927092708892e-01 -1.983085611691326164e+02 4.364568621784490574e+02 3.977417741608096358e-01 1.082599853286377728e-01
5.710171017101709490e-01 -1.982692836477739888e+02 4.362896959047976679e+02 3.977409687448920095e-01 1.082485227930559540e-01
5.711071107110711198e-01 -1.982300211638501253e+02 4.361227302705446505e+02 3.977401636607729718e-01 1.082370647653991408e-01
5.711971197119711796e-01 -1.981907736993318565e+02 4.359559645879155028e+02 3.977393589019674325e-01 1.082256112431132788e-01
5.712871287128712394e-01 -1.981515412362536210e+02 4.357893981618049679e+02 3.977385544620087865e-01 1.082141622236871548e-01
5.713771377137714103e-01 -1.981123237567118167e+02 4.356230302930210883e+02 3.977377503344488030e-01 1.082027177046519795e-01
