T U C_V $Q_{6}$ $P_{2}$ $n_{Q_{6}}$
4.819981998199820428e-01 -2.476510737922570797e+02 7.157335352417508147e+02 3.330035913338207365e-01 1.341021147812131442e-01 2.394073006864072713e-03
4.820882088208821026e-01 -2.475866708268736147e+02 7.153003072045552244e+02 3.330038143214015256e-01 1.340792895993468681e-01 2.394005316058089253e-03
4.821782178217821624e-01 -2.475223068688815431e+02 7.148667920433599647e+02 3.330040416922621649e-01 1.340564683711008565e-01 2.393937233498840116e-03
4.822682268226822222e-01 -2.474579819438473862e+02 7.144329958998412167e+02 3.330042734068537347e-01 1.340336512003908742e-01 2.393868762020016482e-03
4.823582358235823930e-01 -2.473936960767851190e+02 7.139989249335210388e+02 3.330045094256325888e-01 1.340108381918669600e-01 2.393799904578507859e-03
4.824482448244824528e-01 -2.473294492921534129e+02 7.135645853200427382e+02 3.330047497090597997e-01 1.339880294508990766e-01 2.393730664253759365e-03
4.825382538253825127e-01 -2.472652416138546982e+02 7.131299832500410503e+02 3.330049942176065980e-01 1.339652250835641767e-01 2.393661044247107766e-03
4.826282628262825725e-01 -2.472010730652332882e+02 7.126951249322036119e+02 3.330052429117577040e-01 1.339424251966338242e-01 2.393591047881155672e-03
4.827182718271827433e-01 -2.471369436690737018e+02 7.122600165883927730e+02 3.330054957520160452e-01 1.339196298975603994e-01 2.393520678599009559e-03
4.828082808280828031e-01 -2.470728534475992149e+02 7.118246644574563788e+02 3.330057526989044780e-01 1.338968392944639429e-01 2.393449939963596292e-03
4.828982898289828629e-01 -2.470088024224725984e+02 7.113890747886699728e+02 3.330060137129720599e-01 1.338740534961204987e-01 2.393378835656944509e-03
4.829882988298829227e-01 -2.469447906147922254e+02 7.109532538466410188e+02 3.330062787547957148e-01 1.338512726119467922e-01 2.393307369479343721e-03
4.830783078307830936e-01 -2.468808180450922691e+02 7.105172079085637051e+02 3.330065477849853961e-01 1.338284967519894619e-01 2.393235545348627001e-03
4.831683168316831534e-01 -2.468168847333415954e+02 7.100809432628834656e+02 3.330068207641862510e-01 1.338057260269098769e-01 2.393163367299315763e-03
4.832583258325832132e-01 -2.467529906989426820e+02 7.096444662100478808e+02 3.330070976530847271e-01 1.337829605479729789e-01 2.393090839481800541e-03
4.833483348334833840e-01 -2.466891359607293737e+02 7.092077830622326928e+02 3.330073784124085168e-01 1.337602004270322387e-01 2.393017966161472328e-03
4.834383438343834438e-01 -2.466253205369682178e+02 7.087709001400468196e+02 3.330076630029338292e-01 1.337374457765179159e-01 2.392944751717849140e-03
4.835283528352835036e-01 -2.465615444453561622e+02 7.083338237741604644e+02 3.330079513854868889e-01 1.337146967094236250e-01 2.392871200643679596e-03
4.836183618361835634e-01 -2.464978077030188217e+02 7.078965603059361911e+02 3.330082435209478220e-01 1.336919533392927351e-01 2.392797317544000536e-03
4.837083708370837343e-01 -2.464341103265117283e+02 7.074591160836415611e+02 3.330085393702554297e-01 1.336692157802058800e-01 2.392723107135222380e-03
4.837983798379837941e-01 -2.463704523318188251e+02 7.070214974627743914e+02 3.330088388944085764e-01 1.336464841467673581e-01 2.392648574244139910e-03
4.838883888388838539e-01 -2.463068337343501923e+02 7.065837108087786191e+02 3.330091420544716296e-01 1.336237585540923645e-01 2.392573723806942169e-03
4.839783978397839137e-01 -2.462432545489447477e+02 7.061457624904674049e+02 3.330094488115782347e-01 1.336010391177938350e-01 2.392498560868243189e-03
4.840684068406840845e-01 -2.461797147898660967e+02 7.057076588851981569e+02 3.330097591269309265e-01 1.335783259539689849e-01 2.392423090579996921e-03
4.841584158415841443e-01 -2.461162144708044934e+02 7.052694063745385620e+02 3.330100729618100663e-01 1.335556191791865965e-01 2.392347318200514512e-03
4.842484248424842042e-01 -2.460527536048755621e+02 7.048310113442835245e+02 3.330103902775747859e-01 1.335329189104744463e-01 2.392271249093346711e-03
4.843384338433843750e-01 -2.459893322046200694e+02 7.043924801857158400e+02 3.330107110356648747e-01 1.335102252653046773e-01 2.392194888726235230e-03
4.844284428442844348e-01 -2.459259502820016792e+02 7.039538192959951175e+02 3.330110351976057759e-01 1.334875383615825584e-01 2.392118242669971293e-03
4.845184518451844946e-01 -2.458626078484112156e+02 7.035150350689980314e+02 3.330113627250141373e-01 1.334648583176324677e-01 2.392041316597322709e-03
4.846084608460845544e-01 -2.457993049146609508e+02 7.030761339066602886e+02 3.330116935795950361e-01 1.334421852521850138e-01 2.391964116281841690e-03
4.846984698469847253e-01 -2.457360414909879296e+02 7.026371222115546971e+02 3.330120277231526371e-01 1.334195192843635747e-01 2.391886647596734670e-03
4.847884788478847851e-01 -2.456728175870540554e+02 7.021980063854938408e+02 3.330123651175879718e-01 1.333968605336732227e-01 2.391808916513682264e-03
4.848784878487848449e-01 -2.456096332119425085e+02 7.017587928343219801e+02 3.330127057249054334e-01 1.333742091199851820e-01 2.391730929101634068e-03
4.849684968496849047e-01 -2.455464883741620099e+02 7.013194879608818155e+02 3.330130495072139984e-01 1.333515651635256982e-01 2.391652691525619073e-03
4.850585058505850755e-01 -2.454833830816443196e+02 7.008800981685407123e+02 3.330133964267330549e-01 1.333289287848627713e-01 2.391574210045472812e-03
4.851485148514851353e-01 -2.454203173417441519e+02 7.004406298613100716e+02 3.330137464457908480e-01 1.333063001048929996e-01 2.391495491014643433e-03
4.852385238523851951e-01 -2.453572911612405107e+02 7.000010894400368215e+02 3.330140995268344728e-01 1.332836792448290897e-01 2.391416540878896300e-03
4.853285328532853660e-01 -2.452943045463368037e+02 6.995614833024367272e+02 3.330144556324267646e-01 1.332610663261865336e-01 2.391337366175050241e-03
4.854185418541854258e-01 -2.452313575026596766e+02 6.991218178460923127e+02 3.330148147252528501e-01 1.332384614707713411e-01 2.391257973529672606e-03
4.855085508550854856e-01 -2.451684500352613441e+02 6.986820994621185719e+02 3.330151767681237551e-01 1.332158648006677715e-01 2.391178369657783430e-03
4.855985598559855454e-01 -2.451055821486173727e+02 6.982423345408190016e+02 3.330155417239752946e-01 1.331932764382237622e-01 2.391098561361518389e-03
4.856885688568857162e-01 -2.450427538466295232e+02 6.978025294657592212e+02 3.330159095558779536e-01 1.331706965060410197e-01 2.391018555528796538e-03
4.857785778577857760e-01 -2.449799651326253525e+02 6.973626906156886207e+02 3.330162802270333344e-01 1.331481251269602817e-01 2.390938359131976332e-03
4.858685868586858358e-01 -2.449172160093570767e+02 6.969228243660220414e+02 3.330166537007813732e-01 1.331255624240487989e-01 2.390857979226461340e-03
4.859585958595858957e-01 -2.448545064790047832e+02 6.964829370830818789e+02 3.330170299406005618e-01 1.331030085205891778e-01 2.390777422949341962e-03
4.860486048604860665e-01 -2.447918365431753784e+02 6.960430351276816054e+02 3.330174089101150536e-01 1.330804635400660574e-01 2.390696697518000270e-03
4.861386138613861263e-01 -2.447292062029038675e+02 6.956031248524863031e+02 3.330177905730918320e-01 1.330579276061533422e-01 2.390615810228677134e-03
4.862286228622861861e-01 -2.446666154586529274e+02 6.951632126043597282e+02 3.330181748934492036e-01 1.330354008427023227e-01 2.390534768455087472e-03
4.863186318631863569e-01 -2.446040643103147545e+02 6.947233047204645118e+02 3.330185618352554666e-01 1.330128833737289906e-01 2.390453579646950513e-03
4.864086408640864168e-01 -2.445415527572122301e+02 6.942834075282464710e+02 3.330189513627352382e-01 1.329903753234019659e-01 2.390372251328564280e-03
4.864986498649864766e-01 -2.444790807980976979e+02 6.938435273477209648e+02 3.330193434402702879e-01 1.329678768160299784e-01 2.390290791097351032e-03
4.865886588658865364e-01 -2.444166484311575118e+02 6.934036704859211113e+02 3.330197380324028122e-01 1.329453879760506552e-01 2.390209206622374068e-03
4.866786678667867072e-01 -2.443542556540073747e+02 6.929638432426925192e+02 3.330201351038369340e-01 1.329229089280157539e-01 2.390127505642848475e-03
4.867686768676867670e-01 -2.442919024636999836e+02 6.925240519032718112e+02 3.330205346194453075e-01 1.329004397965826145e-01 2.390045695966683086e-03
4.868586858685868268e-01 -2.442295888567194595e+02 6.920843027462890404e+02 3.330209365442679537e-01 1.328779807064991991e-01 2.389963785468949154e-03
4.869486948694868866e-01 -2.441673148289887934e+02 6.916446020310111180e+02 3.330213408435160338e-01 1.328555317825931281e-01 2.389881782090362908e-03
4.870387038703870575e-01 -2.441050803758652705e+02 6.912049560106245281e+02 3.330217474825767354e-01 1.328330931497604672e-01 2.389799693835794551e-03
4.871287128712871173e-01 -2.440428854921451602e+02 6.907653709221857525e+02 3.330221564270121060e-01 1.328106649329524602e-01 2.389717528772690534e-03
4.872187218721871771e-01 -2.439807301720642272e+02 6.903258529888212252e+02 3.330225676425663250e-01 1.327882472571650097e-01 2.389635295029580390e-03
4.873087308730873479e-01 -2.439186144092976463e+02 6.898864084209450311e+02 3.330229810951639835e-01 1.327658402474252985e-01 2.389553000794470382e-03
4.873987398739874077e-01 -2.438565381969641237e+02 6.894470434112863586e+02 3.330233967509148574e-01 1.327434440287818262e-01 2.389470654313346435e-03
4.874887488748874675e-01 -2.437945015276231970e+02 6.890077641413757874e+02 3.330238145761176827e-01 1.327210587262913633e-01 2.389388263888540895e-03
4.875787578757875274e-01 -2.437325043932810331e+02 6.885685767738211780e+02 3.330242345372597668e-01 1.326986844650085706e-01 2.389305837877201202e-03
4.876687668766876982e-01 -2.436705467853885523e+02 6.881294874554871512e+02 3.330246566010213738e-01 1.326763213699735378e-01 2.389223384689691341e-03
4.877587758775877580e-01 -2.436086286948439010e+02 6.876905023181343495e+02 3.330250807342784447e-01 1.326539695662001528e-01 2.389140912787982018e-03
4.878487848784878178e-01 -2.435467501119946689e+02 6.872516274756276289e+02 3.330255069041042626e-01 1.326316291786659163e-01 2.389058430684097654e-03
4.879387938793878776e-01 -2.434849110266399066e+02 6.868128690210635341e+02 3.330259350777726168e-01 1.326093003322988684e-01 2.388975946938454512e-03
4.880288028802880484e-01 -2.434231114280287045e+02 6.863742330342270179e+02 3.330263652227591353e-01 1.325869831519684572e-01 2.388893470158282538e-03
4.881188118811881083e-01 -2.433613513048656785e+02 6.859357255733373222e+02 3.330267973067447818e-01 1.325646777624721329e-01 2.388811008995996889e-03
4.882088208820881681e-01 -2.432996306453101454e+02 6.854973526773712820e+02 3.330272312976171323e-01 1.325423842885254389e-01 2.388728572147577264e-03
4.882988298829883389e-01 -2.432379494369792496e+02 6.850591203673770906e+02 3.330276671634756491e-01 1.325201028547512427e-01 2.388646168350935534e-03
4.883888388838883987e-01 -2.431763076669484747e+02 6.846210346424169302e+02 3.330281048726291826e-01 1.324978335856679124e-01 2.388563806384270353e-03
4.884788478847884585e-01 -2.431147053217551388e+02 6.841831014809733915e+02 3.330285443936022993e-01 1.324755766056783801e-01 2.388481495064447794e-03
4.885688568856885183e-01 -2.430531423873984238e+02 6.837453268426002069e+02 3.330289856951356153e-01 1.324533320390597624e-01 2.388399243245332981e-03
4.886588658865886892e-01 -2.429916188493425011e+02 6.833077166635345066e+02 3.330294287461886271e-01 1.324311000099528679e-01 2.388317059816160749e-03
4.887488748874887490e-01 -2.429301346925183225e+02 6.828702768588074150e+02 3.330298735159420986e-01 1.324088806423503462e-01 2.388234953699864237e-03
4.888388838883888088e-01 -2.428686899013250979e+02 6.824330133209992937e+02 3.330303199738000597e-01 1.323866740600871672e-01 2.388152933851439910e-03
4.889288928892888686e-01 -2.428072844596330526e+02 6.819959319192732892e+02 3.330307680893906386e-01 1.323644803868295194e-01 2.388071009256257510e-03
4.890189018901890394e-01 -2.427459183507851321e+02 6.815590385002052471e+02 3.330312178325721684e-01 1.323422997460644845e-01 2.387989188928436347e-03
4.891089108910890992e-01 -2.426845915575986226e+02 6.811223388869703967e+02 3.330316691734292456e-01 1.323201322610894348e-01 2.387907481909130099e-03
4.891989198919891590e-01 -2.426233040623685042e+02 6.806858388769793464e+02 3.330321220822806128e-01 1.322979780550018747e-01 2.387825897264903539e-03
4.892889288928893299e-01 -2.425620558468681907e+02 6.802495442461771518e+02 3.330325765296776597e-01 1.322758372506893376e-01 2.387744444086042483e-03
4.893789378937893897e-01 -2.425008468923531950e+02 6.798134607425173499e+02 3.330330324864084202e-01 1.322537099708185060e-01 2.387663131484870239e-03
4.894689468946894495e-01 -2.424396771795624659e+02 6.793775940896824750e+02 3.330334899234965174e-01 1.322315963378262182e-01 2.387581968594091383e-03
4.895589558955895093e-01 -2.423785466887201778e+02 6.789419499869137553e+02 3.330339488122077141e-01 1.322094964739081446e-01 2.387500964565113411e-03
4.896489648964896801e-01 -2.423174553995398810e+02 6.785065341051060841e+02 3.330344091240472482e-01 1.321874105010100720e-01 2.387420128566370564e-03
4.897389738973897400e-01 -2.422564032912256096e+02 6.780713520898609659e+02 3.330348708307665495e-01 1.321653385408176617e-01 2.387339469781634641e-03
4.898289828982897998e-01 -2.421953903424736154e+02 6.776364095599500388e+02 3.330353339043586880e-01 1.321432807147457367e-01 2.387258997408350097e-03
4.899189918991898596e-01 -2.421344165314766599e+02 6.772017121058470366e+02 3.330357983170673664e-01 1.321212371439298705e-01 2.387178720655962205e-03
4.900090009000900304e-01 -2.420734818359248095e+02 6.767672652918043923e+02 3.330362640413832565e-01 1.320992079492161742e-01 2.387098648744235673e-03
4.900990099009900902e-01 -2.420125862330087330e+02 6.763330746529918542e+02 3.330367310500488842e-01 1.320771932511518587e-01 2.387018790901563724e-03
4.901890189018901500e-01 -2.419517296994228843e+02 6.758991456964822646e+02 3.330371993160590738e-01 1.320551931699758541e-01 2.386939156363311870e-03
4.902790279027903209e-01 -2.418909122113664125e+02 6.754654838998782225e+02 3.330376688126623352e-01 1.320332078256087893e-01 2.386859754370141296e-03
4.903690369036903807e-01 -2.418301337445470551e+02 6.750320947123012729e+02 3.330381395133635847e-01 1.320112373376446657e-01 2.386780594166326621e-03
4.904590459045904405e-01 -2.417693942741836963e+02 6.745989835522906333e+02 3.330386113919254210e-01 1.319892818253410316e-01 2.386701684998099229e-03
4.905490549054905003e-01 -2.417086937750082996e+02 6.741661558107601877e+02 3.330390844223703462e-01 1.319673414076108220e-01 2.386623036111965458e-03
4.906390639063906711e-01 -2.416480322212691192e+02 6.737336168465408264e+02 3.330395585789801549e-01 1.319454162030111177e-01 2.386544656753043434e-03
4.907290729072907309e-01 -2.415874095867339406e+02 6.733013719874948038e+02 3.330400338363004864e-01 1.319235063297368449e-01 2.386466556163407710e-03
4.908190819081907907e-01 -2.415268258446913308e+02 6.728694265333452904e+02 3.330405101691411573e-01 1.319016119056101721e-01 2.386388743580425235e-03
4.909090909090908506e-01 -2.414662809679559246e+02 6.724377857482385252e+02 3.330409875525756624e-01 1.318797330480722674e-01 2.386311228235086981e-03
4.909990999099910214e-01 -2.414057749288682828e+02 6.720064548686215176e+02 3.330414659619464479e-01 1.318578698741747213e-01 2.386234019350363424e-03
4.910891089108910812e-01 -2.413453076992993260e+02 6.715754390983722715e+02 3.330419453728637458e-01 1.318360225005704989e-01 2.386157126139554826e-03
4.911791179117911410e-01 -2.412848792506541713e+02 6.711447436072569417e+02 3.330424257612079053e-01 1.318141910435062514e-01 2.386080557804649751e-03
4.912691269126913118e-01 -2.412244895538731839e+02 6.707143735335509973e+02 3.330429071031300592e-01 1.317923756188128792e-01 2.386004323534656694e-03
4.913591359135913716e-01 -2.411641385794351322e+02 6.702843339848482174e+02 3.330433893750539553e-01 1.317705763418978437e-01 2.385928432504015075e-03
4.914491449144914315e-01 -2.411038262973621897e+02 6.698546300317257192e+02 3.330438725536785105e-01 1.317487933277366463e-01 2.385852893870896944e-03
4.915391539153914913e-01 -2.410435526772200774e+02 6.694252667144635325e+02 3.330443566159764779e-01 1.317270266908646403e-01 2.385777716775643997e-03
4.916291629162916621e-01 -2.409833176881232077e+02 6.689962490385215688e+02 3.330448415391979999e-01 1.317052765453691210e-01 2.385702910339108310e-03
4.917191719171917219e-01 -2.409231212987368451e+02 6.685675819754727627e+02 3.330453273008714965e-01 1.316835430048811650e-01 2.385628483661028209e-03
4.918091809180917817e-01 -2.408629634772801467e+02 6.681392704627601233e+02 3.330458138788032763e-01 1.316618261825681924e-01 2.385554445818459639e-03
4.918991899189918415e-01 -2.408028441915294877e+02 6.677113194033352102e+02 3.330463012510805898e-01 1.316401261911251119e-01 2.385480805864124716e-03
4.919891989198920124e-01 -2.407427634088210198e+02 6.672837336658382128e+02 3.330467893960725179e-01 1.316184431427673551e-01 2.385407572824838323e-03
4.920792079207920722e-01 -2.406827210960551326e+02 6.668565180833061277e+02 3.330472782924288055e-01 1.315967771492231320e-01 2.385334755699907404e-03
4.921692169216921320e-01 -2.406227172196984725e+02 6.664296774533530652e+02 3.330477679190856910e-01 1.315751283217260759e-01 2.385262363459554960e-03
4.922592259225923028e-01 -2.405627517457872386e+02 6.660032165384425298e+02 3.330482582552619086e-01 1.315534967710074166e-01 2.385190405043333215e-03
4.923492349234923626e-01 -2.405028246399303953e+02 6.655771400658599077e+02 3.330487492804619643e-01 1.315318826072881253e-01 2.385118889358554557e-03
4.924392439243924224e-01 -2.404429358673133947e+02 6.651514527259411125e+02 3.330492409744783555e-01 1.315102859402729196e-01 2.385047825278713805e-03
4.925292529252924822e-01 -2.403830853927011617e+02 6.647261591733980595e+02 3.330497333173905172e-01 1.314887068791418256e-01 2.384977221641988547e-03
4.926192619261926531e-01 -2.403232731804412765e+02 6.643012640258505144e+02 3.330502262895665422e-01 1.314671455325441829e-01 2.384907087249611094e-03
4.927092709270927129e-01 -2.402634991944669309e+02 6.638767718659008779e+02 3.330507198716635697e-01 1.314456020085902344e-01 2.384837430864389200e-03
4.927992799279927727e-01 -2.402037633983012768e+02 6.634526872367279111e+02 3.330512140446308389e-01 1.314240764148456864e-01 2.384768261209152182e-03
4.928892889288928325e-01 -2.401440657550592164e+02 6.630290146465008547e+02 3.330517087897063577e-01 1.314025688583235207e-01 2.384699586965233035e-03
4.929792979297930033e-01 -2.400844062274522628e+02 6.626057585654748436e+02 3.330522040884223434e-01 1.313810794454780551e-01 2.384631416770950987e-03
4.930693069306930632e-01 -2.400247847777911545e+02 6.621829234261485908e+02 3.330526999226033347e-01 1.313596082821980870e-01 2.384563759220118765e-03
4.931593159315931230e-01 -2.399652013679897777e+02 6.617605136230288281e+02 3.330531962743668584e-01 1.313381554738004553e-01 2.384496622860544229e-03
4.932493249324931828e-01 -2.399056559595668432e+02 6.613385335148818740e+02 3.330536931261260380e-01 1.313167211250234057e-01 2.384430016192530706e-03
4.933393339333933536e-01 -2.398461485136512579e+02 6.609169874196525143e+02 3.330541904605873738e-01 1.312953053400191250e-01 2.384363947667417216e-03
4.934293429342934134e-01 -2.397866789909854504e+02 6.604958796187507915e+02 3.330546882607536285e-01 1.312739082223498277e-01 2.384298425686122609e-03
4.935193519351934732e-01 -2.397272473519275025e+02 6.600752143541566284e+02 3.330551865099246611e-01 1.312525298749790126e-01 2.384233458597657170e-03
4.936093609360936441e-01 -2.396678535564557251e+02 6.596549958306096642e+02 3.330556851916982031e-01 1.312311704002675772e-01 2.384169054697728336e-03
4.936993699369937039e-01 -2.396084975641722110e+02 6.592352282127201306e+02 3.330561842899666947e-01 1.312098298999657964e-01 2.384105222227251870e-03
4.937893789378937637e-01 -2.395491793343041991e+02 6.588159156286183133e+02 3.330566837889226695e-01 1.311885084752082986e-01 2.384041969370966248e-03
4.938793879387938235e-01 -2.394898988257115775e+02 6.583970621634568943e+02 3.330571836730567559e-01 1.311672062265082372e-01 2.383979304256008454e-03
4.939693969396939943e-01 -2.394306559968857755e+02 6.579786718670003438e+02 3.330576839271582879e-01 1.311459232537509623e-01 2.383917234950518396e-03
4.940594059405940541e-01 -2.393714508059578634e+02 6.575607487476064534e+02 3.330581845363166926e-01 1.311246596561893851e-01 2.383855769462234642e-03
4.941494149414941139e-01 -2.393122832106985527e+02 6.571432967747714429e+02 3.330586854859217683e-01 1.311034155324370953e-01 2.383794915737146979e-03
4.942394239423941737e-01 -2.392531531685225730e+02 6.567263198790794831e+02 3.330591867616616852e-01 1.310821909804633367e-01 2.383734681658089983e-03
4.943294329432943446e-01 -2.391940606364939867e+02 6.563098219502155644e+02 3.330596883495280935e-01 1.310609860975882890e-01 2.383675075043434604e-03
4.944194419441944044e-01 -2.391350055713272695e+02 6.558938068399563690e+02 3.330601902358105160e-01 1.310398009804761288e-01 2.383616103645695185e-03
4.945094509450944642e-01 -2.390759879293930794e+02 6.554782783576517886e+02 3.330606924071022878e-01 1.310186357251312550e-01 2.383557775150236657e-03
4.945994599459946350e-01 -2.390170076667204171e+02 6.550632402745543459e+02 3.330611948502971709e-01 1.309974904268923490e-01 2.383500097173963522e-03
4.946894689468946948e-01 -2.389580647390009460e+02 6.546486963211217471e+02 3.330616975525910739e-01 1.309763651804277951e-01 2.383443077263975446e-03
4.947794779477947547e-01 -2.388991591015914366e+02 6.542346501881861514e+02 3.330622005014811648e-01 1.309552600797295185e-01 2.383386722896323456e-03
4.948694869486948145e-01 -2.388402907095194792e+02 6.538211055253914310e+02 3.330627036847673694e-01 1.309341752181094054e-01 2.383331041474678110e-03
4.949594959495949853e-01 -2.387814595174858425e+02 6.534080659421553037e+02 3.330632070905529818e-01 1.309131106881940843e-01 2.383276040329127769e-03
4.950495049504950451e-01 -2.387226654798674303e+02 6.529955350081577308e+02 3.330637107072409453e-01 1.308920665819195417e-01 2.383221726714863670e-03
4.951395139513951049e-01 -2.386639085507220841e+02 6.525835162521615302e+02 3.330642145235391816e-01 1.308710429905269312e-01 2.383168107810982976e-03
4.952295229522951647e-01 -2.386051886837924769e+02 6.521720131616415301e+02 3.330647185284583700e-01 1.308500400045582990e-01 2.383115190719248440e-03
4.953195319531953356e-01 -2.385465058325076768e+02 6.517610291850802469e+02 3.330652227113089503e-01 1.308290577138511990e-01 2.383062982462868466e-03
4.954095409540953954e-01 -2.384878599499901100e+02 6.513505677280652435e+02 3.330657270617063959e-01 1.308080962075355014e-01 2.383011489985329637e-03
4.954995499549954552e-01 -2.384292509890558449e+02 6.509406321573936793e+02 3.330662315695676612e-01 1.307871555740272862e-01 2.382960720149163332e-03
4.955895589558956260e-01 -2.383706789022207317e+02 6.505312257972005909e+02 3.330667362251126251e-01 1.307662359010267061e-01 2.382910679734839832e-03
4.956795679567956858e-01 -2.383121436417026189e+02 6.501223519329745386e+02 3.330672410188626476e-01 1.307453372755120191e-01 2.382861375439549682e-03
4.957695769576957456e-01 -2.382536451594262417e+02 6.497140138076563289e+02 3.330677459416429564e-01 1.307244597837368960e-01 2.382812813876112115e-03
4.958595859585958054e-01 -2.381951834070257519e+02 6.493062146230769258e+02 3.330682509845793726e-01 1.307036035112248973e-01 2.382765001571814523e-03
4.959495949594959763e-01 -2.381367583358488673e+02 6.488989575408278370e+02 3.330687561390989204e-01 1.306827685427668917e-01 2.382717944967323049e-03
4.960396039603960361e-01 -2.380783698969602540e+02 6.484922456826878943e+02 3.330692613969317706e-01 1.306619549624162824e-01 2.382671650415576700e-03
4.961296129612960959e-01 -2.380200180411470399e+02 6.480860821256668487e+02 3.330697667501089088e-01 1.306411628534864533e-01 2.382626124180704449e-03
4.962196219621961557e-01 -2.379617027189199234e+02 6.476804699095021078e+02 3.330702721909626352e-01 1.306203922985458288e-01 2.382581372436970088e-03
4.963096309630963265e-01 -2.379034238805171242e+02 6.472754120320274751e+02 3.330707777121254543e-01 1.305996433794140710e-01 2.382537401267704504e-03
4.963996399639963863e-01 -2.378451814759110903e+02 6.468709114476239392e+02 3.330712833065300749e-01 1.305789161771600815e-01 2.382494216664270484e-03
4.964896489648964462e-01 -2.377869754548075321e+02 6.464669710738182857e+02 3.330717889674100207e-01 1.305582107720971996e-01 2.382451824525057878e-03
4.965796579657966170e-01 -2.377288057666542329e+02 6.460635937825555857e+02 3.330722946882983537e-01 1.305375272437805656e-01 2.382410230654465749e-03
4.966696669666966768e-01 -2.376706723606399692e+02 6.456607824084513823e+02 3.330728004630257311e-01 1.305168656710031516e-01 2.382369440761905339e-03
4.967596759675967366e-01 -2.376125751857011608e+02 6.452585397429879777e+02 3.330733062857238469e-01 1.304962261317934580e-01 2.382329460460853345e-03
4.968496849684967964e-01 -2.375545141905251683e+02 6.448568685370678395e+02 3.330738121508217686e-01 1.304756087034114886e-01 2.382290295267864861e-03
4.969396939693969673e-01 -2.374964893235530212e+02 6.444557715012319932e+02 3.330743180530448821e-01 1.304550134623462254e-01 2.382251950601633160e-03
4.970297029702970271e-01 -2.374385005329839942e+02 6.440552513037296194e+02 3.330748239874180561e-01 1.304344404843122696e-01 2.382214431782086334e-03
4.971197119711970869e-01 -2.373805477667786761e+02 6.436553105732406266e+02 3.330753299492607011e-01 1.304138898442473438e-01 2.382177744029453145e-03
4.972097209720971467e-01 -2.373226309726631484e+02 6.432559518969458168e+02 3.330758359341896568e-01 1.303933616163092113e-01 2.382141892463383523e-03
4.972997299729973175e-01 -2.372647500981321116e+02 6.428571778215411996e+02 3.330763419381156387e-01 1.303728558738729559e-01 2.382106882102049544e-03
4.973897389738973773e-01 -2.372069050904540291e+02 6.424589908512513148e+02 3.330768479572452923e-01 1.303523726895284562e-01 2.382072717861319702e-03
4.974797479747974371e-01 -2.371490958966714686e+02 6.420613934530482538e+02 3.330773539880781953e-01 1.303319121350773602e-01 2.382039404553866827e-03
4.975697569756976080e-01 -2.370913224636101688e+02 6.416643880477544144e+02 3.330778600274080792e-01 1.303114742815307814e-01 2.382006946888394396e-03
4.976597659765976678e-01 -2.370335847378755432e+02 6.412679770228460256e+02 3.330783660723197204e-01 1.302910591991074396e-01 2.381975349468751831e-03
4.977497749774977276e-01 -2.369758826658641340e+02 6.408721627179729694e+02 3.330788721201913827e-01 1.302706669572298859e-01 2.381944616793223255e-03
4.978397839783977874e-01 -2.369182161937611966e+02 6.404769474359953847e+02 3.330793781686904320e-01 1.302502976245239197e-01 2.381914753253675313e-03
4.979297929792979582e-01 -2.368605852675475489e+02 6.400823334386750503e+02 3.330798842157757234e-01 1.302299512688147864e-01 2.381885763134832922e-03
4.980198019801980180e-01 -2.368029898330006233e+02 6.396883229488619236e+02 3.330803902596933264e-01 1.302096279571254012e-01 2.381857650613525539e-03
4.981098109810980779e-01 -2.367454298357027369e+02 6.392949181448129821e+02 3.330808962989799116e-01 1.301893277556755713e-01 2.381830419757959005e-03
4.981998199819981377e-01 -2.366879052210388750e+02 6.389021211687742152e+02 3.330814023324571438e-01 1.301690507298777222e-01 2.381804074526991302e-03
4.982898289828983085e-01 -2.366304159342041373e+02 6.385099341219148528e+02 3.330819083592347352e-01 1.301487969443369808e-01 2.381778618769449501e-03
4.983798379837983683e-01 -2.365729619202070069e+02 6.381183590637574525e+02 3.330824143787073366e-01 1.301285664628481775e-01 2.381754056223460165e-03
4.984698469846984281e-01 -2.365155431238717085e+02 6.377273980144169627e+02 3.330829203905525393e-01 1.301083593483937095e-01 2.381730390515757623e-03
4.985598559855985989e-01 -2.364581594898417052e+02 6.373370529559585975e+02 3.330834263947333174e-01 1.300881756631430686e-01 2.381707625161072917e-03
4.986498649864986588e-01 -2.364008109625855241e+02 6.369473258276094612e+02 3.330839323914928651e-01 1.300680154684500101e-01 2.381685763561481109e-03
4.987398739873987186e-01 -2.363434974863976379e+02 6.365582185314779053e+02 3.330844383813575393e-01 1.300478788248514705e-01 2.381664809005809742e-03
4.988298829882987784e-01 -2.362862190054032112e+02 6.361697329291989718e+02 3.330849443651318076e-01 1.300277657920659857e-01 2.381644764669030388e-03
4.989198919891989492e-01 -2.362289754635627048e+02 6.357818708414217781e+02 3.330854503439000247e-01 1.300076764289920528e-01 2.381625633611699627e-03
4.990099009900990090e-01 -2.361717668046728704e+02 6.353946340525286587e+02 3.330859563190242123e-01 1.299876107937064651e-01 2.381607418779375755e-03
4.990999099909990688e-01 -2.361145929723726340e+02 6.350080243052356082e+02 3.330864622921418938e-01 1.299675689434638126e-01 2.381590123002100094e-03
